('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         998852 function calls (974113 primitive calls) in 7.844 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        6    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       11    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       15    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cookiejar.py:536(is_HDN)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       28    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.001    0.001 _adapters.py:144(_reader)
       55    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
       29    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:3094(from_callable)
        5    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
       24    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        6    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 message.py:489(items)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:107(from_package)
        6    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
       28    0.000    0.000    0.000    0.000 message.py:517(set_raw)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:984(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 element.py:1207(find_parents)
        1    0.000    0.000    0.000    0.000 connection.py:390(putrequest)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
       24    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       12    0.000    0.000    0.000    0.000 util.py:19(to_str)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 utils.py:115(proxy_bypass)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:621(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1933(IPv6Address)
        1    0.000    0.000    0.000    0.000 client.py:1029(send)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
        1    0.000    0.000    0.069    0.069 client.py:245(parse_headers)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 queue.py:315(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 poolmanager.py:319(connection_from_context)
        3    0.000    0.000    0.206    0.069 models.py:890(content)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
       12    0.000    0.000    0.000    0.000 <frozen os>:786(encodekey)
       15    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 readers.py:137(NamespaceReader)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 poolmanager.py:243(_new_pool)
        3    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       38    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:77(proxy_bypass_registry)
        1    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        5    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       58    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:721(warn_if_markup_looks_like_xml)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
       19    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:211(prepare_markup)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
       14    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:782(close)
        1    0.000    0.000    0.000    0.000 css.py:45(CSS)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       12    0.000    0.000    0.000    0.000 retry.py:253(<genexpr>)
        5    0.000    0.000    0.000    0.000 connection.py:169(host)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.153    0.153 __init__.py:653(_feed)
        1    0.000    0.000    0.000    0.000 css_match.py:544(CSSMatch)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
       13    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        1    0.000    0.000    0.000    0.000 __init__.py:101(CompleteDirs)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 element.py:1461(NavigableString)
        2    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 response.py:132(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:344(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
       10    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        1    0.000    0.000    0.000    0.000 tempfile.py:865(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 readers.py:64(MultiplexedPath)
       46    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 element.py:1177(find_parent)
        1    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 connection.py:603(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 request.py:197(body_to_chunks)
       16    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1228(deepvalues)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        3    0.000    0.000    0.000    0.000 __init__.py:71(import_module)
        1    0.000    0.000    0.000    0.000 gzip.py:147(GzipFile)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 <frozen os>:780(check_str)
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        7    0.000    0.000    0.000    0.000 element.py:519(stripped_strings)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        2    0.000    0.000    0.000    0.000 response.py:890(_error_catcher)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1247(CookieJar)
       27    0.000    0.000    0.000    0.000 _collections.py:295(__iter__)
        1    0.000    0.000    0.002    0.002 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
        5    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        2    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
       18    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 parser.py:108(HTMLParser)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 connectionpool.py:963(HTTPSConnectionPool)
        1    0.000    0.000    0.071    0.071 ssl_.py:511(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        6    0.000    0.000    0.000    0.000 copy.py:62(copy)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 adapters.py:143(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 typing.py:3048(NamedTuple)
       11    0.000    0.000    0.000    0.000 inspect.py:3089(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1498(debug)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 _lxml.py:118(initialize_soup)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        7    0.000    0.000    0.000    0.000 client.py:1066(_output)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 _lxml.py:129(_register_namespaces)
        1    0.000    0.000    0.000    0.000 response.py:191(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:290(connection_from_host)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 __init__.py:1434(_fixupChildren)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
        1    0.000    0.000    0.000    0.000 response.py:1287(closed)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:517(family)
       11    0.000    0.000    0.000    0.000 queue.py:311(_get)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 compat.py:30(_resolve_char_detection)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
       14    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 socket.py:507(detach)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 request.py:2741(getproxies)
        6    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1223(get_resource_reader)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        3    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        4    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:983(MIMEPart)
       13    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        6    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        3    0.000    0.000    0.000    0.000 __init__.py:1683(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(Manager)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 response.py:786(release_conn)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
       28    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        1    0.000    0.000    0.000    0.000 __init__.py:2265(NullHandler)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
       12    0.000    0.000    0.000    0.000 connection.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
       16    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:1681(Doctype)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 request.py:2692(getproxies_registry)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
       32    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.001    0.001 ssl.py:430(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:661(verify_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        1    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        6    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x000001E447F01620}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
       11    0.000    0.000    0.000    0.000 queue.py:308(_put)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        6    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 warnings.py:518(deprecated)
        1    0.000    0.000    0.000    0.000 header.py:545(_Accumulator)
        1    0.000    0.000    0.000    0.000 ssl.py:569(hostname_checks_common_name)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        3    0.000    0.000    0.000    0.000 _local.py:505(__new__)
       29    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
